Quartier,Surface,Chambres,AnneeConstruction,DistanceCentreVille,QualiteQuartier,Adresse,Prix
Sisalem,161.55,3,2017,4396.85,8,"66 Rue A, Béni Mellal",317698.0
Almassira1,222.73,3,1990,4751.32,5,"68 Rue F, Tanger",339925.0
Alatlas,279.59,2,2008,3490.15,4,"75 Rue E, Béni Mellal",282932.0
RiadSalam,261.98,4,2020,2669.07,6,"39 Rue B, Tanger",240769.0
RiadSalam,216.63,4,2002,2085.26,5,"32 Rue D, Agadir",204713.0
Haycharaf,246.04,3,2013,2709.16,3,"25 Rue F, Marrakech",241528.0
Sisalem,172.96,4,1994,1356.59,5,"62 Rue D, Agadir",165418.0
Sisalem,228.19,4,2012,2067.9,4,"13 Rue B, Marrakech",200540.0
Elhouda,193.24,3,2008,3730.69,1,"71 Rue F, Fes",280151.0
Elhouda,137.99,3,1990,1478.4,1,"70 Rue A, Agadir",167200.0
RiadSalam,240.35,2,2022,1688.3,7,"86 Rue B, Rabat",191324.0
Haycharaf,211.29,2,2022,3871.98,4,"19 Rue A, Marrakech",295223.0
Elkasba,171.72,2,2021,1300.26,1,"66 Rue A, Rabat",163313.0
Haycharaf,282.27,2,2017,1606.49,6,"22 Rue B, Fes",183722.0
Haycharaf,104.19,4,2001,578.96,1,"97 Rue D, Fes",118997.0
Almassira1,163.15,4,1998,3740.23,8,"47 Rue B, Tanger",285821.0
Almassira1,111.38,2,2000,3280.57,9,"53 Rue A, Marrakech",256030.0
Sisalem,253.31,2,2022,3624.73,3,"6 Rue C, Marrakech",285568.0
Almassira1,240.42,3,2008,1464.47,7,"4 Rue B, Fes",177599.0
Alatlas,166.27,4,1996,3593.19,5,"93 Rue C, Marrakech",275773.0
Haycharaf,235.13,4,2020,3183.69,3,"58 Rue E, Agadir",265200.0
Alatlas,179.19,2,1991,2147.55,5,"96 Rue B, Marrakech",
Sisalem,251.25,4,2008,2470.22,7,"79 Rue E, Marrakech",227081.0
RiadSalam,190.84,3,2021,3055.64,7,"83 Rue F, Agadir",248291.0
RiadSalam,182.46,3,1999,2719.81,9,"31 Rue E, Rabat",236750.0
Taqaddom,286.95,4,1997,3388.23,8,"37 Rue D, Béni Mellal",273076.0
RiadSalam,150.18,2,2015,1314.41,4,"56 Rue E, Béni Mellal",160939.0
Elkasba,124.09,4,2019,2933.19,5,"54 Rue A, Rabat",241620.0
Almassira1,216.91,3,2000,2526.26,5,"11 Rue F, Agadir",231738.0
Elhouda,293.86,2,2009,2574.59,2,"99 Rue F, Béni Mellal",236507.0
Elkasba,175.57,4,2009,2612.22,7,"48 Rue C, Marrakech",231676.0
RiadSalam,112.41,2,1998,4466.62,7,"36 Rue D, Fes",313990.0
Sisalem,167.86,2,1997,4183.82,9,"44 Rue C, Rabat",303137.0
Elhouda,201.19,3,2004,3333.06,9,"78 Rue C, Tanger",273954.0
Elhouda,132.38,2,2013,3724.19,4,"61 Rue E, Marrakech",275379.0
Elhouda,231.62,4,2022,692.61,5,"50 Rue F, Rabat",145750.0
Alatlas,299.55,2,2016,3847.96,7,"89 Rue E, Fes",305423.0
Taqaddom,190.35,2,2010,2687.74,7,"78 Rue E, Fes",230734.0
Taqaddom,170.95,4,1994,1929.86,8,"74 Rue B, Marrakech",194368.0
Sisalem,180.14,3,2010,1129.0,8,"44 Rue A, Fes",149554.0
Elhouda,123.03,3,1993,838.44,2,"63 Rue C, Rabat",134879.0
Elhouda,276.65,4,2005,701.99,9,"67 Rue E, Fes",141994.0
Almassira1,182.97,4,2020,1228.08,4,"9 Rue C, Fes",161851.0
RiadSalam,177.45,3,2015,635.65,1,"35 Rue C, Tanger",127476.0
Elhouda,231.94,2,1995,3796.89,1,"77 Rue E, Agadir",291236.0
Sisalem,188.41,4,2022,1618.76,5,"41 Rue C, Agadir",180834.0
Almassira1,229.65,2,2010,2159.33,7,"73 Rue B, Tanger",208110.0
Elkasba,112.29,4,2005,4202.22,5,"40 Rue B, Tanger",305265.0
Elkasba,262.74,3,2004,1015.96,3,"67 Rue F, Marrakech",155430.0
Almassira1,288.1,2,1995,4260.17,7,"36 Rue C, Rabat",320311.0
Alatlas,229.75,2,1991,3377.93,1,"55 Rue F, Fes",266956.0
RiadSalam,290.91,4,2013,2039.13,1,"25 Rue E, Agadir",204134.0
RiadSalam,130.29,2,2017,1030.13,2,"99 Rue F, Tanger",140164.0
RiadSalam,195.48,4,1990,911.72,1,"25 Rue F, Fes",
Taqaddom,220.36,3,1990,2009.81,9,"47 Rue F, Rabat",198287.0
Taqaddom,216.35,2,2017,1131.54,4,"71 Rue C, Agadir",159305.0
Haycharaf,180.29,4,2009,1704.7,7,"60 Rue E, Rabat",187515.0
Haycharaf,167.62,2,1997,738.3,5,"23 Rue A, Fes",134634.0
Alatlas,125.36,4,1990,3177.54,7,"93 Rue C, Fes",251768.0
Alatlas,178.35,4,2015,1153.74,7,"32 Rue B, Rabat",157036.0
Almassira1,132.53,4,2014,3905.3,1,"82 Rue C, Agadir",
Alatlas,246.87,3,1999,1481.79,1,"83 Rue D, Tanger",177538.0
RiadSalam,141.77,2,2001,4090.89,3,"32 Rue D, Marrakech",299675.0
RiadSalam,111.71,3,1996,1354.47,2,"92 Rue C, Rabat",156306.0
Alatlas,210.47,4,2001,3746.15,7,"59 Rue E, Tanger",
Sisalem,219.05,4,2006,1998.84,3,"19 Rue C, Rabat",198909.0
Almassira1,274.38,3,1994,3124.04,7,"10 Rue C, Béni Mellal",260312.0
Haycharaf,215.4,3,2003,673.98,9,"49 Rue E, Marrakech",132839.0
Alatlas,169.1,2,2006,2728.6,1,"1 Rue A, Agadir",235569.0
Elkasba,260.6,4,1990,1169.1,3,"33 Rue D, Marrakech",153892.0
Elhouda,208.06,3,2004,2688.44,6,"71 Rue E, Tanger",233251.0
Alatlas,115.86,4,2008,1136.12,9,"66 Rue E, Marrakech",150613.0
Almassira1,213.17,4,1994,2466.9,5,"26 Rue C, Béni Mellal",225041.0
Haycharaf,281.6,2,2008,997.79,3,"55 Rue F, Marrakech",153437.0
Sisalem,179.26,2,1994,1489.78,8,"77 Rue A, Marrakech",176189.0
Almassira1,159.27,2,2001,3177.86,5,"56 Rue D, Tanger",249556.0
RiadSalam,128.69,3,2008,4894.97,6,"16 Rue B, Agadir",336186.0
Almassira1,130.29,4,2001,2521.33,2,"16 Rue C, Béni Mellal",217383.0
Taqaddom,186.55,3,2001,3592.28,4,"6 Rue A, Tanger",275969.0
Taqaddom,219.14,3,2007,2927.41,1,"14 Rue E, Rabat",
RiadSalam,116.12,2,2022,2742.61,4,"35 Rue B, Béni Mellal",228899.0
Haycharaf,287.91,4,2007,791.17,1,"96 Rue F, Marrakech",147140.0
Almassira1,251.03,4,2018,1149.34,4,"27 Rue A, Fes",163998.0
Alatlas,217.32,2,1994,4473.76,2,"73 Rue A, Béni Mellal",321378.0
Taqaddom,265.69,4,2014,2345.74,6,"15 Rue C, Rabat",221975.0
Alatlas,116.04,2,2013,3264.5,6,"93 Rue C, Tanger",259707.0
Alatlas,195.37,3,2018,2877.05,8,"56 Rue B, Agadir",
Almassira1,226.02,3,2022,2204.97,9,"29 Rue E, Rabat",208920.0
Taqaddom,265.73,2,1999,2245.17,8,"74 Rue C, Rabat",214155.0
Sisalem,256.69,3,2022,2999.59,1,"46 Rue B, Agadir",256972.0
Almassira1,155.41,3,2012,1135.14,3,"3 Rue E, Rabat",148270.0
Elkasba,288.18,2,2000,2242.67,6,"41 Rue B, Agadir",217141.0
Taqaddom,124.87,3,2013,2511.39,1,"50 Rue B, Rabat",218273.0
Haycharaf,275.03,4,2013,4933.07,8,"79 Rue A, Agadir",
Elkasba,294.19,3,1996,2081.55,6,"12 Rue E, Fes",215429.0
Sisalem,135.43,2,2010,3400.61,1,"79 Rue C, Marrakech",255507.0
Sisalem,244.41,4,2009,1118.37,2,"16 Rue A, Agadir",160201.0
Sisalem,108.06,4,1999,794.67,6,"53 Rue B, Agadir",129251.0
Elkasba,181.08,3,2014,4421.94,8,"59 Rue E, Agadir",322590.0
RiadSalam,203.26,4,2004,3788.31,5,"23 Rue B, Tanger",
Sisalem,216.13,2,1995,1928.75,1,"14 Rue A, Agadir",195309.0
Sisalem,287.19,4,1991,2770.6,2,"86 Rue C, Marrakech",244485.0
Elkasba,234.45,3,2001,1110.85,4,"75 Rue E, Marrakech",155185.0
Almassira1,196.26,3,1993,3682.22,4,"58 Rue B, Agadir",280207.0
Elhouda,261.94,4,2012,816.49,7,"13 Rue A, Marrakech",145162.0
Sisalem,290.11,2,2002,3906.65,2,"92 Rue D, Marrakech",306747.0
Elkasba,104.41,2,2006,2960.76,7,"20 Rue F, Marrakech",
Almassira1,296.5,3,2020,1754.83,7,"79 Rue D, Béni Mellal",193799.0
Almassira1,117.23,3,2005,4381.58,7,"70 Rue C, Agadir",309264.0
Almassira1,262.88,2,2015,4937.32,3,"87 Rue D, Marrakech",351475.0
Sisalem,156.07,4,2017,1644.57,6,"68 Rue C, Tanger",183012.0
Elkasba,126.44,4,1990,4128.11,6,"3 Rue D, Rabat",295774.0
Elhouda,187.97,4,2001,3875.75,4,"79 Rue D, Marrakech",298822.0
RiadSalam,228.79,4,2009,3862.36,1,"78 Rue B, Tanger",295856.0
RiadSalam,176.19,2,1991,4807.56,9,"19 Rue F, Béni Mellal",
Almassira1,110.91,3,2004,2689.78,2,"77 Rue F, Fes",223374.0
Elhouda,219.89,3,2011,3533.76,9,"49 Rue B, Marrakech",271844.0
Alatlas,280.48,4,2021,4207.45,8,"27 Rue B, Tanger",317556.0
Alatlas,176.64,2,2009,2657.91,1,"46 Rue D, Tanger",232548.0
Almassira1,143.27,2,2022,2666.44,7,"32 Rue F, Tanger",227730.0
Alatlas,188.52,4,2004,1933.95,3,"30 Rue D, Rabat",196763.0
Elkasba,109.67,4,1992,4013.72,9,"61 Rue A, Fes",292352.0
Haycharaf,264.1,4,2018,3587.88,5,"73 Rue B, Fes",288143.0
Taqaddom,265.27,3,2016,2530.13,3,"90 Rue A, Marrakech",228517.0
RiadSalam,217.6,4,1994,2387.01,8,"92 Rue A, Marrakech",222123.0
Taqaddom,170.62,3,2020,826.65,3,"74 Rue C, Tanger",143584.0
Taqaddom,259.96,2,2011,529.26,7,"49 Rue A, Marrakech",138535.0
RiadSalam,210.94,2,1996,2880.02,7,"56 Rue F, Marrakech",247627.0
Elhouda,265.19,3,1995,2378.72,7,"55 Rue A, Marrakech",223753.0
Almassira1,226.29,3,2015,4082.17,1,"33 Rue C, Agadir",302514.0
Almassira1,256.88,3,1990,2941.94,5,"35 Rue C, Tanger",247901.0
RiadSalam,219.71,3,2008,4715.18,1,"62 Rue B, Agadir",335668.0
Alatlas,182.83,4,1996,1382.63,7,"29 Rue E, Fes",171736.0
Taqaddom,291.59,2,2001,4955.68,8,"67 Rue E, Rabat",353066.0
Elkasba,208.22,4,2009,1840.64,7,"26 Rue A, Marrakech",192401.0
Elhouda,221.02,3,2012,3390.91,1,"47 Rue A, Agadir",273075.0
RiadSalam,144.1,4,2014,2758.34,3,"12 Rue F, Agadir",222119.0
Taqaddom,225.13,4,2019,2118.09,3,"12 Rue E, Fes",204266.0
Alatlas,214.32,2,2018,1126.89,7,"71 Rue A, Tanger",162753.0
Elkasba,136.97,4,2020,1106.75,4,"11 Rue E, Tanger",152174.0
Haycharaf,111.92,2,2007,3701.78,3,"58 Rue B, Tanger",278931.0
Sisalem,220.87,3,2008,2199.39,6,"19 Rue D, Tanger",207934.0
Almassira1,252.74,4,1993,4825.84,6,"24 Rue B, Marrakech",348793.0
Alatlas,204.68,3,1990,1965.42,5,"40 Rue B, Rabat",194376.0
Haycharaf,145.35,2,2004,4925.86,6,"9 Rue B, Béni Mellal",340299.0
Alatlas,233.3,3,1997,1424.4,3,"80 Rue A, Rabat",174616.0
Taqaddom,116.02,3,2004,962.66,5,"84 Rue F, Agadir",141768.0
Haycharaf,188.37,2,2004,1906.56,9,"37 Rue E, Marrakech",194562.0
Elhouda,132.67,3,2011,4485.13,4,"55 Rue B, Agadir",316519.0
RiadSalam,136.89,3,2007,2848.33,2,"3 Rue B, Rabat",229859.0
Taqaddom,140.46,3,2005,1110.43,5,"92 Rue A, Béni Mellal",149145.0
Almassira1,177.34,4,1991,1411.25,3,"99 Rue A, Tanger",160188.0
Sisalem,110.23,3,2009,1900.67,3,"23 Rue E, Béni Mellal",187452.0
Elhouda,179.56,2,2005,3155.75,4,"60 Rue E, Tanger",251602.0
Alatlas,202.34,4,1992,1995.71,4,"93 Rue B, Agadir",197778.0
RiadSalam,196.66,4,2019,3861.74,5,"69 Rue B, Agadir",290642.0
Elkasba,176.56,2,1991,3273.32,7,"2 Rue C, Agadir",261434.0
Almassira1,267.83,3,2015,4432.21,4,"99 Rue C, Rabat",324430.0
Sisalem,129.07,4,1994,2754.33,7,"3 Rue E, Rabat",230591.0
Taqaddom,201.14,4,1991,1990.29,9,"8 Rue D, Agadir",198641.0
Elhouda,112.41,4,2009,4983.22,3,"22 Rue A, Marrakech",340365.0
Elkasba,114.23,3,2009,2100.35,5,"20 Rue B, Agadir",197371.0
Sisalem,214.77,4,2014,2428.71,4,"78 Rue C, Rabat",218297.0
Alatlas,213.2,2,2009,4141.07,9,"36 Rue D, Agadir",303744.0
Elkasba,275.61,3,2014,898.86,5,"59 Rue B, Fes",
Taqaddom,211.57,2,2003,2239.21,2,"15 Rue F, Agadir",206792.0
Elkasba,291.96,2,2001,885.7,1,"21 Rue F, Rabat",157340.0
Alatlas,109.74,4,1994,1126.88,7,"97 Rue A, Béni Mellal",146297.0
Elhouda,119.6,4,1991,520.88,1,"49 Rue B, Béni Mellal",114327.0
Elkasba,108.81,4,2005,542.95,8,"37 Rue D, Rabat",120504.0
Alatlas,137.06,2,2019,2211.3,9,"63 Rue F, Marrakech",202614.0
Sisalem,208.25,3,2013,4141.24,7,"71 Rue E, Fes",307974.0
Almassira1,229.11,4,2019,3141.52,9,"52 Rue E, Marrakech",263015.0
Haycharaf,109.12,4,2000,3357.11,6,"83 Rue E, Tanger",260496.0
RiadSalam,289.19,2,2003,2836.62,7,"78 Rue E, Fes",249798.0
Taqaddom,268.43,3,2012,4189.07,3,"96 Rue D, Tanger",316491.0
Elhouda,159.32,2,2005,4461.7,9,"68 Rue D, Agadir",
Almassira1,115.44,4,2010,4323.83,3,"65 Rue D, Agadir",309944.0
Alatlas,133.98,2,1993,4154.59,6,"5 Rue B, Béni Mellal",296779.0
Almassira1,125.39,4,2022,1322.21,4,"77 Rue C, Tanger",163233.0
Elkasba,124.66,3,2003,3172.44,9,"15 Rue E, Marrakech",250228.0
Haycharaf,203.71,2,2008,3119.73,1,"49 Rue D, Tanger",255412.0
Taqaddom,149.17,4,1994,2875.75,9,"48 Rue A, Tanger",236862.0
Elkasba,171.63,4,2020,2663.66,4,"63 Rue B, Béni Mellal",231828.0
Elhouda,297.9,4,2007,901.27,5,"28 Rue D, Fes",155947.0
Elkasba,236.86,4,2020,959.73,1,"97 Rue B, Marrakech",147558.0
Sisalem,289.8,2,2019,4560.27,1,"76 Rue F, Agadir",334888.0
Haycharaf,128.51,4,2010,3335.84,6,"84 Rue C, Marrakech",259947.0
Taqaddom,176.43,2,2019,1680.43,1,"32 Rue B, Béni Mellal",182209.0
RiadSalam,210.95,4,1993,1756.85,2,"30 Rue D, Tanger",186153.0
Almassira1,115.35,2,1994,3245.88,3,"63 Rue D, Marrakech",251480.0
Elhouda,100.84,2,1999,2331.21,7,"92 Rue D, Tanger",208794.0
Sisalem,234.09,4,2016,2485.96,2,"27 Rue D, Agadir",228012.0
Elkasba,228.36,4,2005,772.92,5,"54 Rue A, Agadir",140675.0
Taqaddom,182.16,4,2019,1124.33,9,"19 Rue F, Béni Mellal",157949.0
Taqaddom,197.93,4,2002,2270.08,8,"38 Rue C, Béni Mellal",208165.0
Alatlas,183.09,3,2010,3648.59,8,"45 Rue D, Marrakech",282388.0
RiadSalam,104.8,4,2004,716.11,2,"84 Rue D, Béni Mellal",126998.0
Haycharaf,167.07,4,2009,2005.51,1,"77 Rue C, Tanger",191737.0
Elhouda,135.42,4,2009,3627.82,9,"66 Rue E, Marrakech",278268.0
Elkasba,119.68,2,1994,4064.23,4,"6 Rue D, Béni Mellal",295902.0
RiadSalam,291.34,4,2021,1355.99,9,"46 Rue C, Agadir",177860.0
Alatlas,219.87,2,1995,3791.69,7,"40 Rue E, Agadir",288802.0
Elhouda,245.73,2,2019,4799.35,6,"2 Rue A, Agadir",345621.0
Haycharaf,163.07,2,2015,4580.65,9,"96 Rue F, Rabat",322756.0
Taqaddom,178.63,2,2002,4052.19,4,"35 Rue A, Béni Mellal",295120.0
Taqaddom,147.38,3,2018,3705.47,1,"66 Rue B, Fes",279554.0
Haycharaf,119.39,4,1994,1558.12,5,"67 Rue C, Béni Mellal",171066.0
RiadSalam,135.81,2,2014,3352.56,6,"58 Rue D, Tanger",263946.0
Elhouda,259.5,4,2002,3394.73,6,"79 Rue D, Tanger",274304.0
RiadSalam,235.51,2,2013,2330.7,1,"80 Rue C, Tanger",218712.0
Alatlas,209.39,3,2020,2718.57,7,"48 Rue A, Rabat",239252.0
Elkasba,195.02,2,2009,3623.13,8,"75 Rue A, Marrakech",278656.0
Haycharaf,284.49,4,1997,4784.46,5,"98 Rue D, Marrakech",343651.0
Haycharaf,114.55,4,1998,1828.88,2,"98 Rue E, Béni Mellal",187008.0
Alatlas,156.12,3,2010,1608.63,2,"86 Rue E, Fes",174434.0
Elkasba,169.99,4,2009,3208.13,5,"96 Rue E, Rabat",
Taqaddom,256.49,4,2004,1088.6,7,"9 Rue B, Marrakech",162483.0
Sisalem,298.5,2,2015,3121.4,7,"43 Rue F, Fes",264705.0
Haycharaf,148.13,4,2000,899.83,4,"57 Rue F, Fes",139695.0
RiadSalam,274.86,2,2000,2707.63,3,"82 Rue C, Agadir",245852.0
Almassira1,266.12,3,2016,3291.86,9,"19 Rue B, Béni Mellal",265995.0
Taqaddom,144.93,4,2019,815.49,7,"79 Rue D, Tanger",131333.0
Alatlas,179.87,2,2008,1431.29,2,"51 Rue B, Béni Mellal",170809.0
Alatlas,181.93,4,2012,2009.18,1,"6 Rue C, Béni Mellal",
Almassira1,295.64,2,1990,2158.69,2,"18 Rue B, Marrakech",217017.0
Alatlas,136.18,3,1992,3542.47,3,"73 Rue B, Marrakech",269325.0
Elkasba,259.83,2,1992,2880.6,5,"20 Rue D, Rabat",250033.0
RiadSalam,166.84,4,2017,2219.49,3,"73 Rue C, Agadir",204556.0
Haycharaf,246.17,2,2003,2528.04,9,"1 Rue A, Agadir",231157.0
Haycharaf,184.0,4,2019,558.4,4,"5 Rue C, Fes",124317.0
Alatlas,215.67,3,1994,3967.36,7,"62 Rue A, Agadir",300334.0
Almassira1,266.52,2,2004,684.52,4,"60 Rue B, Fes",145857.0
RiadSalam,260.83,4,2003,4231.93,3,"64 Rue A, Béni Mellal",313308.0
Elhouda,273.28,4,2003,2934.48,1,"86 Rue D, Tanger",250807.0
RiadSalam,111.92,4,1997,2875.19,9,"79 Rue F, Tanger",234159.0
Alatlas,238.41,2,1997,3670.6,1,"61 Rue C, Rabat",286075.0
Almassira1,128.0,2,2008,4368.02,1,"72 Rue E, Fes",303607.0
Almassira1,183.16,2,2021,4741.91,1,"43 Rue F, Fes",
Haycharaf,209.72,3,2020,2945.16,5,"42 Rue E, Agadir",246812.0
Alatlas,180.55,4,2018,1177.96,7,"86 Rue F, Fes",155963.0
Taqaddom,203.92,4,2000,4453.84,7,"76 Rue E, Fes",322658.0
Sisalem,299.31,3,2002,683.02,1,"36 Rue E, Agadir",142566.0
RiadSalam,127.04,3,2016,4133.02,6,"29 Rue A, Marrakech",300325.0
Taqaddom,235.09,2,2008,3561.9,9,"62 Rue C, Tanger",276982.0
Haycharaf,179.2,2,2015,4571.27,6,"66 Rue C, Marrakech",325030.0
Elkasba,126.6,2,1998,4538.58,4,"93 Rue D, Béni Mellal",317756.0
Haycharaf,131.75,2,2017,739.19,9,"76 Rue C, Tanger",131719.0
Elhouda,289.85,2,2021,3242.51,3,"14 Rue B, Rabat",266494.0
Sisalem,275.92,2,1992,1061.02,4,"29 Rue B, Agadir",158534.0
Elkasba,281.41,3,2021,853.11,4,"60 Rue B, Béni Mellal",154134.0
Alatlas,298.31,3,1994,2517.25,4,"90 Rue E, Rabat",224973.0
RiadSalam,141.66,3,1997,939.19,6,"47 Rue D, Fes",139664.0
Almassira1,171.09,4,2003,3775.56,7,"52 Rue D, Rabat",279072.0
Haycharaf,233.84,4,1992,4860.23,9,"43 Rue C, Béni Mellal",344568.0
Sisalem,196.76,2,2013,3063.12,3,"32 Rue B, Rabat",
Haycharaf,183.68,3,2002,1558.26,8,"62 Rue F, Béni Mellal",173676.0
Elhouda,171.56,4,2018,4294.43,8,"41 Rue A, Marrakech",314440.0
Elhouda,218.76,4,1997,4338.97,1,"52 Rue D, Agadir",321029.0
Elhouda,215.12,3,2020,3797.54,5,"54 Rue D, Béni Mellal",
Taqaddom,132.29,4,2015,3268.09,5,"43 Rue C, Béni Mellal",254996.0
RiadSalam,194.35,4,2007,4405.07,8,"40 Rue B, Marrakech",320413.0
RiadSalam,210.69,3,2007,1234.81,8,"63 Rue D, Rabat",166710.0
Taqaddom,214.06,4,1996,4692.2,2,"28 Rue D, Marrakech",330202.0
Elkasba,142.02,3,2005,4762.41,3,"31 Rue C, Agadir",334862.0
Elhouda,248.45,4,2022,4423.97,2,"79 Rue B, Tanger",321052.0
Alatlas,105.04,3,1992,1627.98,1,"21 Rue E, Tanger",166315.0
Elkasba,170.97,4,1993,4361.8,2,"76 Rue D, Béni Mellal",309977.0
Elhouda,256.04,4,1993,2739.37,6,"13 Rue A, Béni Mellal",240294.0
Taqaddom,212.78,3,1998,3177.19,1,"95 Rue A, Agadir",262054.0
Sisalem,152.23,4,2006,4282.7,6,"70 Rue D, Marrakech",302722.0
Alatlas,238.99,3,2006,633.12,1,"12 Rue F, Fes",136709.0
Almassira1,213.48,3,2022,2133.24,2,"20 Rue A, Béni Mellal",206681.0
Taqaddom,259.25,4,2009,4170.62,8,"61 Rue B, Béni Mellal",309695.0
Haycharaf,247.01,2,2003,4162.8,6,"18 Rue C, Tanger",312756.0
Elkasba,222.02,4,2011,4319.1,9,"87 Rue F, Fes",315782.0
Elhouda,197.64,2,2016,1261.47,1,"46 Rue F, Rabat",168518.0
Taqaddom,126.64,2,1992,3676.49,5,"12 Rue A, Agadir",
Elkasba,152.27,4,2013,1159.27,7,"40 Rue C, Béni Mellal",
Alatlas,183.82,2,2019,4032.94,9,"5 Rue E, Béni Mellal",301535.0
Elhouda,219.86,3,1997,1603.07,9,"6 Rue E, Béni Mellal",184586.0
Alatlas,202.74,3,2011,3820.18,4,"25 Rue B, Marrakech",
Taqaddom,157.64,2,2014,2547.51,4,"63 Rue A, Tanger",225297.0
Haycharaf,101.29,3,1999,4938.19,4,"76 Rue C, Rabat",
Sisalem,199.25,4,2018,3109.52,3,"68 Rue A, Rabat",258268.0
Haycharaf,157.13,3,1990,3346.61,8,"37 Rue B, Béni Mellal",264485.0
Taqaddom,246.92,2,2010,2156.74,5,"60 Rue E, Tanger",209717.0
Almassira1,104.79,4,2013,3805.34,7,"21 Rue F, Fes",284720.0
Taqaddom,216.97,3,1998,2726.99,6,"66 Rue A, Marrakech",
Elhouda,288.29,4,2015,581.3,9,"78 Rue B, Fes",137232.0
Almassira1,134.88,2,1998,3238.62,3,"37 Rue A, Marrakech",253202.0
Elhouda,194.33,3,2009,4237.07,6,"44 Rue F, Agadir",312310.0
Elkasba,118.28,4,1998,1565.61,3,"89 Rue D, Marrakech",173214.0
Elhouda,225.14,4,2011,1494.79,2,"46 Rue E, Tanger",
Elhouda,210.11,3,1990,3239.99,3,"38 Rue F, Fes",
Elkasba,181.47,4,1994,4180.91,2,"52 Rue D, Agadir",308649.0
Sisalem,204.28,4,1998,1623.29,2,"40 Rue F, Tanger",183056.0
Elkasba,279.31,2,2008,4695.18,7,"27 Rue B, Marrakech",345450.0
Elkasba,139.26,2,1997,4673.24,3,"20 Rue F, Agadir",329097.0
Elkasba,104.51,2,2021,1402.42,8,"5 Rue A, Béni Mellal",163708.0
RiadSalam,272.33,2,2002,1687.03,2,"76 Rue A, Agadir",187079.0
Sisalem,215.42,2,2009,3652.69,7,"14 Rue D, Agadir",285133.0
Elhouda,278.13,2,2019,4782.8,3,"20 Rue F, Béni Mellal",351712.0
Haycharaf,219.39,3,1999,3694.47,9,"37 Rue C, Fes",283505.0
Alatlas,262.03,2,2020,2502.05,7,"41 Rue E, Agadir",226371.0
Sisalem,185.93,4,2014,1260.51,9,"92 Rue D, Marrakech",161571.0
Elhouda,249.97,3,2018,2574.54,2,"53 Rue A, Fes",235142.0
RiadSalam,282.61,4,2013,3230.46,6,"86 Rue F, Rabat",268807.0
RiadSalam,214.42,2,2010,1989.28,5,"94 Rue E, Tanger",204953.0
Sisalem,136.16,2,1998,2796.16,2,"91 Rue B, Marrakech",229691.0
Haycharaf,153.76,4,1991,1085.96,4,"84 Rue A, Tanger",143810.0
RiadSalam,139.73,4,1993,2534.85,4,"21 Rue D, Agadir",223905.0
Alatlas,149.37,4,1997,908.49,8,"45 Rue A, Béni Mellal",135304.0
Haycharaf,161.28,3,2021,720.9,7,"5 Rue C, Marrakech",132987.0
Haycharaf,211.03,2,2003,4357.58,5,"24 Rue D, Marrakech",321637.0
Haycharaf,217.6,4,2002,1422.87,9,"85 Rue D, Fes",172286.0
Haycharaf,185.3,2,2010,3088.2,1,"42 Rue D, Agadir",249633.0
Sisalem,223.08,4,2013,1170.42,4,"42 Rue F, Fes",163515.0
Sisalem,116.31,2,2007,1681.37,5,"55 Rue F, Tanger",175769.0
Haycharaf,117.56,3,2015,2126.03,8,"97 Rue E, Fes",197504.0
Elkasba,134.37,2,2021,1146.54,3,"24 Rue A, Agadir",155531.0
Elkasba,203.62,4,2022,706.83,5,"33 Rue D, Béni Mellal",134049.0
Sisalem,142.8,2,2020,4447.22,3,"63 Rue C, Agadir",314555.0
Almassira1,156.66,3,2007,553.25,7,"6 Rue B, Agadir",119969.0
Haycharaf,180.06,3,2001,775.94,3,"66 Rue E, Marrakech",139126.0
Alatlas,262.37,2,2014,4122.82,7,"36 Rue B, Fes",312137.0
Alatlas,102.77,4,2020,1769.04,2,"24 Rue D, Béni Mellal",177519.0
Sisalem,229.88,3,1999,3752.69,7,"99 Rue A, Fes",284602.0
Taqaddom,233.78,3,1992,1158.02,9,"47 Rue F, Tanger",163582.0
Taqaddom,259.73,2,1997,1567.77,5,"79 Rue C, Tanger",180666.0
Almassira1,286.55,3,2021,3077.49,6,"1 Rue A, Marrakech",255631.0
Taqaddom,104.03,3,2018,4948.86,3,"99 Rue E, Agadir",338223.0
RiadSalam,130.76,4,2011,830.5,5,"28 Rue B, Tanger",137461.0
Almassira1,277.23,4,2009,2302.5,5,"88 Rue F, Fes",223226.0
Taqaddom,191.7,4,1995,693.86,3,"96 Rue E, Tanger",132520.0
Almassira1,212.92,2,2018,1396.52,8,"68 Rue D, Rabat",168973.0
Elkasba,232.61,3,2006,4583.62,6,"76 Rue E, Rabat",329259.0
Elkasba,235.81,2,2020,934.07,3,"26 Rue D, Fes",152894.0
Haycharaf,286.35,3,1993,4355.85,1,"6 Rue D, Fes",317761.0
Taqaddom,299.39,3,1991,1300.11,1,"76 Rue E, Tanger",169078.0
Almassira1,244.03,3,2001,4378.03,2,"69 Rue D, Béni Mellal",321002.0
RiadSalam,157.44,4,1995,2921.1,5,"37 Rue C, Béni Mellal",234672.0
Elhouda,275.95,2,1997,4451.93,7,"53 Rue E, Fes",
Taqaddom,109.84,2,2010,1182.67,1,"9 Rue D, Marrakech",145978.0
